date,priceUsd
2017-06-11,2894.776614870636
2017-06-12,2782.433486050072
2017-06-13,2697.9214086771694
2017-06-14,2644.4253199506343
2017-06-15,2357.0754170535156
2017-06-16,2457.454271992891
2017-06-17,2566.4386712808464
2017-06-18,2570.472055025248
2017-06-19,2570.784854939424
2017-06-20,2675.4288046395845
2017-06-21,2714.153854789324
2017-06-22,2689.3516360221456
2017-06-23,2734.3678119348215
2017-06-24,2671.630989827999
2017-06-25,2569.003705971599
2017-06-26,2466.3220761453185
2017-06-27,2417.8673732334355
2017-06-28,2543.7377538489886
2017-06-29,2566.8513105964216
2017-06-30,2539.860406612891
2017-07-01,2451.213200451684
2017-07-02,2459.34750273806
2017-07-03,2541.03705265474
2017-07-04,2612.2555096168926
2017-07-05,2590.6412916584127
2017-07-06,2606.473707965338
2017-07-07,2553.6769466876726
2017-07-08,2520.624858743495
2017-07-09,2545.2185368276077
2017-07-10,2453.348679589129
2017-07-11,2346.6941939320527
2017-07-12,2354.4149284333535
2017-07-13,2378.792459861687
2017-07-14,2291.0770730939767
2017-07-15,2096.067599666544
2017-07-16,1958.2490229155185
2017-07-17,2071.957172079736
2017-07-18,2288.241462106565
2017-07-19,2327.1945240641858
2017-07-20,2498.842413619392
2017-07-21,2725.390531998002
2017-07-22,2789.3020441954686
2017-07-23,2774.082160434926
2017-07-24,2758.004095046776
2017-07-25,2639.382029619273
2017-07-26,2531.377947204072
2017-07-27,2597.7124723387224
2017-07-28,2759.9124881104567
2017-07-29,2743.732100410984
2017-07-30,2707.27549641338
2017-07-31,2787.871182006029
2017-08-01,2793.5616667002164
2017-08-02,2727.9489551232127
2017-08-03,2757.4283650019843
2017-08-04,2842.113533093265
2017-08-05,3161.3144898855044
2017-08-06,3234.1647239248055
2017-08-07,3312.5352860665967
2017-08-08,3427.090070299544
2017-08-09,3353.1546188048087
2017-08-10,3403.6714018471885
2017-08-11,3518.3843350453812
2017-08-12,3779.2957922195105
2017-08-13,4037.258400536228
2017-08-14,4182.4552546757295
2017-08-15,4183.435328640372
2017-08-16,4179.999752473496
2017-08-17,4357.074929033165
2017-08-18,4234.004586952084
2017-08-19,4086.0148079376104
2017-08-20,4110.403671193809
2017-08-21,4041.3383525676295
2017-08-22,3937.8815116812375
2017-08-23,4161.584034975929
2017-08-24,4212.06675244798
2017-08-25,4374.049373414105
2017-08-26,4325.755746567005
2017-08-27,4352.398396701514
2017-08-28,4315.5054171869315
2017-08-29,4472.723677745293
2017-08-30,4581.496385291296
2017-08-31,4677.042217062776
2017-09-01,4804.862062621696
2017-09-02,4681.537115478009
2017-09-03,4592.147280451579
2017-09-04,4392.152157609668
2017-09-05,4278.301168921408
2017-09-06,4558.024756442482
2017-09-07,4596.263785816117
2017-09-08,4486.716038707175
2017-09-09,4308.10097511803
2017-09-10,4199.962077500381
2017-09-11,4217.867889475723
2017-09-12,4252.300514421631
2017-09-13,3932.327285997464
2017-09-14,3625.638087532017
2017-09-15,3414.128827642525
2017-09-16,3721.4141298056006
2017-09-17,3650.471358780758
2017-09-18,3944.593164558727
2017-09-19,3962.9072683522104
2017-09-20,3940.7898366672966
2017-09-21,3789.6255610090366
2017-09-22,3623.849506409252
2017-09-23,3718.515761581359
2017-09-24,3695.787736757959
2017-09-25,3821.638193003655
2017-09-26,3918.465311107502
2017-09-27,4040.727971100839
2017-09-28,4192.329722293281
2017-09-29,4150.940077120762
2017-09-30,4290.213987293952
2017-10-01,4319.431635895204
2017-10-02,4415.596162459017
2017-10-03,4319.436825100625
2017-10-04,4258.025787685423
2017-10-05,4263.358712621315
2017-10-06,4368.893274624768
2017-10-07,4363.88966235976
2017-10-08,4505.978488685517
2017-10-09,4653.938501804138
2017-10-10,4825.151594422907
2017-10-11,4798.983293652951
2017-10-12,5123.975068787638
2017-10-13,5631.17191477151
2017-10-14,5676.459305324841
2017-10-15,5626.805783479977
2017-10-16,5682.431878743274
2017-10-17,5627.765191554348
2017-10-18,5401.389628974271
2017-10-19,5655.172528043261
2017-10-20,5796.599716484048
2017-10-21,6078.489191103294
2017-10-22,5913.487034014589
2017-10-23,5874.039624017566
2017-10-24,5658.355853164696
2017-10-25,5543.69627103737
2017-10-26,5821.085708373703
2017-10-27,5824.033698157988
2017-10-28,5748.522548481745
2017-10-29,5879.699073346645
2017-10-30,6131.364185999589
2017-10-31,6252.907138077604
2017-11-01,6508.757909236046
2017-11-02,6962.236009028693
2017-11-03,7236.631401522186
2017-11-04,7256.228900383799
2017-11-05,7469.9650309928975
2017-11-06,7233.594985855117
2017-11-07,7105.965904966692
2017-11-08,7379.467938383486
